Open Date;Close Date;Symbol;Action;Lots;SL;TP;Open Price;Close Price;Commission;Swap;Pips;Profit;Gain;Duration (DD:HH:MM:SS);Profitable(%);Profitable(time duration);Drawdown;Risk:Reward;Max(pips);Max(USD);Min(pips);Min(USD);Entry Accuracy(%);Exit Accuracy(%);ProfitMissed(pips);ProfitMissed(USD)
04/17/2018 21:52;04/17/2018 22:11;GBP/AUD;Sell;2.75;0;0;1.8393;1.83927;-15.72;-13.03;0;-22.34;;;;;;;;;;;;;;
04/17/2018 21:00;04/17/2018 22:08;EUR/AUD;Sell;2.75;0;0;1.59227;1.59208;-13.61;0.43;0;27.42;;;;;;;;;;;;;;
04/17/2018 10:00;04/17/2018 12:45;GBP/USD;Buy;2.92;0;0;1.43288;1.43399;-16.74;0;0;307.38;;;;;;;;;;;;;;
04/16/2018 11:00;04/17/2018 11:16;GBP/CAD;Sell;0.14;0;0;1.80308;1.79812;-0.8;-1.45;0;53.01;;;;;;;;;;;;;;
04/13/2018 18:00;04/17/2018 07:31;EUR/USD;Buy;0.1;0;0;1.23428;1.23975;-0.49;-7.42;0;46.79;;;;;;;;;;;;;;
04/16/2018 11:00;04/17/2018 01:41;GBP/USD;Buy;0.1;0;0;1.43037;1.4347;-0.57;-3.41;0;39.32;;;;;;;;;;;;;;
04/16/2018 21:21;04/16/2018 23:00;EUR/USD;Sell;2.12;0;0;1.23818;1.23816;-10.5;2.76;0;-3.5;;;;;;;;;;;;;;
04/16/2018 21:00;04/16/2018 22:36;GBP/AUD;Sell;2.71;0;0;1.84239;1.84227;-15.54;-12.86;0;-3.1;;;;;;;;;;;;;;
04/16/2018 22:10;04/16/2018 22:30;EUR/AUD;Sell;2.75;0;0;1.59116;1.59112;-13.62;0;0;-5.06;;;;;;;;;;;;;;
04/16/2018 21:00;04/16/2018 22:30;GBP/USD;Sell;2.12;0;0;1.43348;1.43394;-12.16;-20.14;0;-129.82;;;;;;;;;;;;;;
04/16/2018 21:00;04/16/2018 21:22;EUR/AUD;Buy;2.71;0;0;1.59072;1.59115;-13.42;0;0;77.26;;;;;;;;;;;;;;
04/13/2018 12:15;04/16/2018 09:31;GBP/USD;Buy;2.92;0;0;1.42686;1.42737;-16.67;-99.57;0;32.68;;;;;;;;;;;;;;
04/12/2018 15:25;04/16/2018 09:11;EUR/GBP;Buy;0.11;0;0;0.86604;0.86682;-0.54;-9.96;0;1.73;;;;;;;;;;;;;;
04/13/2018 17:07;04/16/2018 09:11;EUR/GBP;Buy;0.11;0;0;0.86429;0.86682;-0.54;-4.98;0;34.15;;;;;;;;;;;;;;
04/13/2018 08:00;04/16/2018 07:58;AUD/USD;Buy;0.1;0;0;0.7792;0.77569;-0.31;-2.15;0;-37.56;;;;;;;;;;;;;;
04/13/2018 21:22;04/16/2018 01:26;GBP/CAD;Buy;0.6;0;0;1.79465;1.79623;-3.42;-14.32;0;57.45;;;;;;;;;;;;;;
04/15/2018 22:03;04/15/2018 22:16;EUR/USD;Buy;2.12;0;0;1.23293;1.2333;-10.46;0;0;67.98;;;;;;;;;;;;;;
04/12/2018 16:00;04/13/2018 09:02;GBP/USD;Buy;0.1;0;0;1.4231;1.42775;-0.57;-3.41;0;42.52;;;;;;;;;;;;;;
04/10/2018 04:00;04/13/2018 07:00;AUD/USD;Buy;0.1;0;0;0.77364;0.77785;-0.31;-10.75;0;31.04;;;;;;;;;;;;;;
04/12/2018 21:47;04/12/2018 23:01;USD/JPY;Sell;0.6;0;0;107.332;107.297;-2.4;-23.98;0;-6.8;;;;;;;;;;;;;;
04/12/2018 19:15;04/12/2018 22:15;GBP/USD;Buy;2.92;0;0;1.4224;1.42304;-16.62;-99.57;0;70.69;;;;;;;;;;;;;;
04/12/2018 21:43;04/12/2018 22:10;EUR/AUD;Buy;2.71;0;0;1.58945;1.58913;-13.36;-94.16;0;-174.78;;;;;;;;;;;;;;
04/12/2018 21:00;04/12/2018 22:10;EUR/GBP;Buy;0.75;0;0;0.86644;0.86621;-3.7;-33.93;0;-62.17;;;;;;;;;;;;;;
04/12/2018 21:00;04/12/2018 21:49;GBP/AUD;Sell;2.71;0;0;1.83456;1.83434;-15.42;0;0;30.82;;;;;;;;;;;;;;
04/12/2018 21:01;04/12/2018 21:16;EUR/AUD;Buy;2.71;0;0;1.58944;1.58968;-13.36;0;0;37.08;;;;;;;;;;;;;;
04/12/2018 08:54;04/12/2018 14:54;NZD/CAD;Sell;0.17;0;0;0.93075;0.92771;-0.5;0;0;40.55;;;;;;;;;;;;;;
04/12/2018 07:29;04/12/2018 14:54;NZD/CAD;Sell;0.17;0;0;0.92853;0.92783;-0.5;0;0;8.95;;;;;;;;;;;;;;
04/10/2018 13:00;04/12/2018 12:57;EUR/USD;Buy;0.1;0;0;1.23609;1.23209;-0.49;-14.84;0;-55.33;;;;;;;;;;;;;;
04/11/2018 16:00;04/12/2018 11:30;USD/JPY;Sell;0.1;0;0;106.714;107.126;-0.4;-12.05;0;-50.91;;;;;;;;;;;;;;
04/12/2018 04:04;04/12/2018 04:06;GBP/USD;Sell;0.6;0;0;1.41785;1.41793;-3.4;0;0;-8.2;;;;;;;;;;;;;;
04/12/2018 00:55;04/12/2018 04:02;GBP/USD;Sell;0.6;0;0;1.41869;1.4179;-3.4;0;0;44;;;;;;;;;;;;;;
04/11/2018 23:11;04/12/2018 00:02;GBP/USD;Sell;1.06;0;0;1.41818;1.418;-6.01;0;0;13.07;;;;;;;;;;;;;;
04/11/2018 21:19;04/11/2018 22:44;EUR/USD;Sell;2.08;0;0;1.23656;1.2365;-10.29;8.11;0;10.3;;;;;;;;;;;;;;
04/11/2018 21:16;04/11/2018 22:06;GBP/USD;Sell;2.08;0;0;1.41769;1.41771;-11.8;-59.28;0;-75.24;;;;;;;;;;;;;;
04/11/2018 21:17;04/11/2018 21:49;GBP/AUD;Sell;2.67;0;0;1.82808;1.82732;-15.14;0;0;142.3;;;;;;;;;;;;;;
04/11/2018 12:03;04/11/2018 15:24;NZD/CAD;Sell;0.14;0;0;0.92956;0.92786;-0.41;0;0;18.49;;;;;;;;;;;;;;
04/11/2018 04:10;04/11/2018 09:01;NZD/CAD;Buy;0.14;0;0;0.92649;0.92828;-0.41;0;0;19.46;;;;;;;;;;;;;;
04/09/2018 14:04;04/11/2018 07:37;GBP/USD;Buy;0.51;0;0;1.41478;1.42065;-2.89;-34.78;0;261.7;;;;;;;;;;;;;;
04/10/2018 16:30;04/11/2018 01:45;USD/JPY;Buy;0.1;0;0;107.34;106.974;-0.4;-0.04;0;-34.65;;;;;;;;;;;;;;
04/10/2018 08:59;04/10/2018 12:33;EUR/USD;Buy;0.19;0;0;1.23137;1.23692;-0.94;-7.05;0;97.46;;;;;;;;;;;;;;
04/10/2018 08:59;04/10/2018 08:59;EUR/USD;Buy;0.01;0;0;1.23137;1.23287;-0.05;-0.37;0;1.08;;;;;;;;;;;;;;
04/10/2018 03:30;04/10/2018 08:58;USD/JPY;Buy;0.1;0;0;107.209;106.855;-0.4;0;0;-33.53;;;;;;;;;;;;;;
04/09/2018 16:00;04/10/2018 03:45;AUD/USD;Buy;0.1;0;0;0.76927;0.77353;-0.31;-2.15;0;40.14;;;;;;;;;;;;;;
04/10/2018 01:28;04/10/2018 02:46;GBP/USD;Sell;0.6;0;0;1.41382;1.41302;-3.39;0;0;44.61;;;;;;;;;;;;;;
04/09/2018 20:30;04/09/2018 23:23;GBP/USD;Buy;2.92;0;0;1.41298;1.41327;-16.51;-99.57;0;-31.4;;;;;;;;;;;;;;
04/09/2018 20:55;04/09/2018 22:02;GBP/USD;Buy;0.6;0;0;1.41258;1.41296;-3.39;-20.46;0;-1.05;;;;;;;;;;;;;;
04/09/2018 10:00;04/09/2018 16:51;EUR/AUD;Buy;0.51;0;0;1.60206;1.59809;-2.51;0;0;-158.59;;;;;;;;;;;;;;
04/09/2018 14:04;04/09/2018 14:04;GBP/USD;Buy;0.51;0;0;1.41478;1.41466;-2.89;0;0;-9.01;;;;;;;;;;;;;;
04/05/2018 13:00;04/09/2018 13:09;EUR/USD;Sell;0.1;0;0;1.22561;1.22955;-0.49;0.26;0;-39.63;;;;;;;;;;;;;;
04/06/2018 14:00;04/09/2018 11:04;AUD/USD;Buy;0.1;0;0;0.76914;0.7657;-0.31;-2.15;0;-36.86;;;;;;;;;;;;;;
04/09/2018 07:23;04/09/2018 08:00;USD/JPY;Sell;0.08;0;0;107.063;107.009;-0.32;0;0;3.72;;;;;;;;;;;;;;
04/06/2018 21:44;04/08/2018 22:25;USD/JPY;Sell;0.6;0;0;106.956;106.938;-2.4;-24.07;0;-16.37;;;;;;;;;;;;;;
04/06/2018 21:32;04/06/2018 21:54;GBP/CAD;Buy;0.6;0;0;1.7977;1.79976;-3.38;0;0;93.37;;;;;;;;;;;;;;
04/06/2018 18:15;04/06/2018 19:05;GBP/USD;Buy;2.92;0;0;1.40795;1.40983;-16.46;0;0;532.5;;;;;;;;;;;;;;
04/06/2018 10:30;04/06/2018 15:55;AUD/NZD;Buy;0.51;0;0;1.0608;1.05679;-1.57;0;0;-150.19;;;;;;;;;;;;;;
04/06/2018 14:00;04/06/2018 15:06;GBP/USD;Buy;0.4;0;0;1.40361;1.40798;-2.25;0;0;172.55;;;;;;;;;;;;;;
04/06/2018 13:46;04/06/2018 14:21;NZD/CAD;Buy;0.14;0;0;0.92434;0.92603;-0.41;0;0;18.14;;;;;;;;;;;;;;
04/06/2018 12:46;04/06/2018 13:14;GBP/CAD;Buy;0.05;0;0;1.78736;1.79233;-0.28;-1.18;0;17.97;;;;;;;;;;;;;;
04/06/2018 12:46;04/06/2018 12:46;GBP/CAD;Buy;0.11;0;0;1.78736;1.78997;-0.62;-2.6;0;19.24;;;;;;;;;;;;;;
04/05/2018 21:00;04/06/2018 04:44;GBP/USD;Sell;2.92;0;0;1.40007;1.40017;-16.35;-27.74;0;-73.29;;;;;;;;;;;;;;
04/06/2018 01:57;04/06/2018 04:26;EUR/USD;Sell;0.08;0;0;1.22489;1.22463;-0.39;0;0;1.69;;;;;;;;;;;;;;
04/06/2018 01:22;04/06/2018 01:54;EUR/USD;Sell;0.08;0;0;1.22508;1.22477;-0.39;0;0;2.09;;;;;;;;;;;;;;
04/06/2018 01:17;04/06/2018 01:17;EUR/USD;Sell;0.08;0;0;1.22468;1.22475;-0.39;0;0;-0.95;;;;;;;;;;;;;;
04/06/2018 00:15;04/06/2018 01:17;EUR/USD;Sell;0.08;0;0;1.22485;1.22476;-0.39;0;0;0.33;;;;;;;;;;;;;;
04/05/2018 23:44;04/06/2018 00:03;EUR/USD;Sell;0.04;0;0;1.2242;1.22413;-0.2;0;0;0.08;;;;;;;;;;;;;;
04/05/2018 21:54;04/05/2018 22:57;EUR/USD;Sell;0.04;0;0;1.22401;1.22391;-0.2;0.05;0;0.26;;;;;;;;;;;;;;
04/05/2018 21:53;04/05/2018 22:37;USD/CAD;Buy;0.45;0;0;1.27463;1.27504;-1.8;-3.35;0;9.31;;;;;;;;;;;;;;
04/05/2018 13:20;04/05/2018 14:40;NZD/CAD;Sell;0.17;0;0;0.9335;0.93172;-0.5;0;0;23.18;;;;;;;;;;;;;;
04/05/2018 11:00;04/05/2018 13:06;GBP/USD;Buy;0.2;0;0;1.40635;1.40238;-1.12;0;0;-80.52;;;;;;;;;;;;;;
04/04/2018 16:00;04/05/2018 07:39;USD/JPY;Buy;0.1;0;0;106.551;107.063;-0.4;-0.11;0;47.31;;;;;;;;;;;;;;
04/04/2018 15:35;04/04/2018 22:58;GBP/USD;Sell;0.1;0;0;1.40832;1.40885;-0.56;-2.85;0;-8.71;;;;;;;;;;;;;;
04/04/2018 14:10;04/04/2018 16:48;NZD/CAD;Sell;0.35;0;0;0.93664;0.93363;-1.02;0;0;81.3;;;;;;;;;;;;;;
04/04/2018 09:37;04/04/2018 16:48;NZD/CAD;Sell;0.17;0;0;0.93364;0.93363;-0.5;0;0;-0.36;;;;;;;;;;;;;;
04/04/2018 11:00;04/04/2018 15:32;GBP/USD;Sell;0.1;0;0;1.40485;1.40896;-0.56;0;0;-41.66;;;;;;;;;;;;;;
04/04/2018 11:11;04/04/2018 12:25;EUR/JPY;Sell;1.1;0;0;130.319;130.517;-5.41;0;0;-210.49;;;;;;;;;;;;;;
04/03/2018 16:57;04/04/2018 12:15;EUR/GBP;Buy;0.11;0;0;0.87144;0.87541;-0.54;-4.92;0;55.85;;;;;;;;;;;;;;
04/03/2018 15:00;04/04/2018 09:11;EUR/USD;Sell;0.1;0;0;1.22574;1.22997;-0.49;0.13;0;-42.66;;;;;;;;;;;;;;
04/03/2018 14:30;04/04/2018 09:01;USD/JPY;Buy;0.1;0;0;106.534;106.138;-0.4;-0.04;0;-37.75;;;;;;;;;;;;;;
04/04/2018 06:31;04/04/2018 09:00;GBP/USD;Buy;2.92;0;0;1.40779;1.40821;-16.45;0;0;106.19;;;;;;;;;;;;;;
04/04/2018 08:01;04/04/2018 08:44;EUR/AUD;Sell;0.75;0;0;1.59403;1.59601;-3.68;0;0;-117.94;;;;;;;;;;;;;;
04/04/2018 08:01;04/04/2018 08:44;EUR/AUD;Sell;0.75;0;0;1.59407;1.59601;-3.68;0;0;-115.63;;;;;;;;;;;;;;
04/04/2018 01:00;04/04/2018 06:30;EUR/USD;Sell;2.92;0;0;1.2278;1.22746;-14.34;0;0;84.94;;;;;;;;;;;;;;
04/03/2018 16:54;04/04/2018 03:16;NZD/CAD;Buy;0.17;0;0;0.92806;0.93001;-0.49;-1.41;0;23.98;;;;;;;;;;;;;;
04/03/2018 15:33;04/04/2018 03:16;NZD/CAD;Buy;0.17;0;0;0.93037;0.93001;-0.49;-1.41;0;-6.68;;;;;;;;;;;;;;
04/03/2018 02:00;04/04/2018 03:10;AUD/USD;Buy;0.1;0;0;0.76677;0.76811;-0.31;-2.15;0;10.94;;;;;;;;;;;;;;
03/29/2018 08:00;04/04/2018 03:05;GBP/USD;Sell;0.1;0;0;1.40519;1.40699;-0.56;-3.8;0;-22.36;;;;;;;;;;;;;;
04/03/2018 07:29;04/03/2018 14:37;NZD/CAD;Sell;0.17;0;0;0.93319;0.93151;-0.49;0;0;21.76;;;;;;;;;;;;;;
03/30/2018 18:07;04/03/2018 14:31;EUR/GBP;Buy;0.12;0;0;0.87901;0.87265;-0.59;-10.71;0;-118.5;;;;;;;;;;;;;;
04/02/2018 16:30;04/03/2018 14:22;USD/JPY;Sell;0.1;0;0;106.089;106.466;-0.4;-4.05;0;-39.86;;;;;;;;;;;;;;
04/03/2018 02:32;04/03/2018 06:06;NZD/CAD;Buy;0.17;0;0;0.92956;0.9313;-0.49;0;0;22.46;;;;;;;;;;;;;;
03/30/2018 18:07;04/02/2018 16:00;EUR/GBP;Buy;0.2;0;0;0.87897;0.8756;-0.99;-8.92;0;-104.61;;;;;;;;;;;;;;
03/30/2018 19:57;04/02/2018 09:00;GBP/USD;Sell;0.15;0;0;1.40364;1.40676;-0.84;-1.43;0;-49.07;;;;;;;;;;;;;;
03/30/2018 20:49;03/30/2018 21:30;GBP/CHF;Sell;0.6;0;0;1.33868;1.33849;-3.37;0;0;8.58;;;;;;;;;;;;;;
03/29/2018 02:42;03/30/2018 14:15;NZD/CAD;Buy;0.5;0;0;0.92961;0.93311;-1.44;-4.11;0;130.22;;;;;;;;;;;;;;
03/28/2018 12:24;03/30/2018 14:15;NZD/CAD;Buy;0.16;0;0;0.93399;0.93311;-0.46;-5.25;0;-16.64;;;;;;;;;;;;;;
03/28/2018 15:56;03/30/2018 14:15;NZD/CAD;Buy;0.33;0;0;0.93172;0.93311;-0.95;-10.83;0;23.8;;;;;;;;;;;;;;
03/29/2018 23:08;03/29/2018 23:10;USD/CAD;Sell;0.45;0;0;1.28918;1.2889;-1.8;0;0;7.98;;;;;;;;;;;;;;
03/29/2018 23:07;03/29/2018 23:07;USD/CAD;Sell;0.45;0;0;1.28919;1.28878;-1.8;0;0;12.52;;;;;;;;;;;;;;
03/29/2018 19:09;03/29/2018 21:04;GBP/USD;Sell;0.15;0;0;1.40348;1.40281;-0.84;0;0;9.21;;;;;;;;;;;;;;
03/29/2018 02:15;03/29/2018 07:45;EUR/USD;Sell;2.92;0;0;1.23178;1.2317;-14.39;0;0;8.97;;;;;;;;;;;;;;
03/29/2018 03:10;03/29/2018 07:37;USD/JPY;Buy;0.08;0;0;106.627;106.627;-0.32;0;0;-0.32;;;;;;;;;;;;;;
03/29/2018 02:20;03/29/2018 07:21;EUR/USD;Sell;0.04;0;0;1.23191;1.23235;-0.2;0;0;-1.96;;;;;;;;;;;;;;
03/29/2018 03:20;03/29/2018 07:14;EUR/USD;Sell;0.04;0;0;1.23239;1.23245;-0.2;0;0;-0.44;;;;;;;;;;;;;;
03/28/2018 23:45;03/29/2018 00:37;EUR/USD;Sell;2.92;0;0;1.23118;1.23069;-14.38;0;0;128.7;;;;;;;;;;;;;;
03/28/2018 13:30;03/28/2018 18:46;USD/JPY;Buy;0.1;0;0;106.301;106.802;-0.4;0;0;46.51;;;;;;;;;;;;;;
03/28/2018 12:00;03/28/2018 13:11;EUR/JPY;Buy;1.1;0;0;131.208;131.605;-5.45;0;0;405.82;;;;;;;;;;;;;;
03/26/2018 14:35;03/28/2018 10:04;USD/CHF;Sell;0.24;0;0;0.94492;0.95107;-0.96;-25.32;0;-181.47;;;;;;;;;;;;;;
03/27/2018 20:28;03/28/2018 08:09;GBP/CAD;Sell;0.6;0;0;1.82462;1.82587;-3.4;-6.05;0;-67.62;;;;;;;;;;;;;;
03/27/2018 11:26;03/28/2018 00:13;EUR/GBP;Buy;0.24;0;0;0.87923;0.8752;-1.19;-10.81;0;-149.1;;;;;;;;;;;;;;
03/27/2018 19:49;03/27/2018 22:16;GBP/USD;Buy;0.15;0;0;1.41554;1.41618;-0.85;-5.12;0;3.64;;;;;;;;;;;;;;
03/27/2018 17:30;03/27/2018 19:37;GBP/USD;Sell;2.92;0;0;1.41617;1.41566;-16.54;0;0;132.38;;;;;;;;;;;;;;
03/27/2018 17:54;03/27/2018 18:01;EUR/USD;Sell;0.08;0;0;1.24146;1.24124;-0.4;0;0;1.36;;;;;;;;;;;;;;
03/27/2018 17:41;03/27/2018 17:44;EUR/USD;Sell;0.08;0;0;1.24133;1.24119;-0.4;0;0;0.72;;;;;;;;;;;;;;
03/26/2018 17:00;03/27/2018 12:58;EUR/USD;Sell;10.21;0;0;1.24394;1.23905;-50.7;13.27;0;4955.26;;;;;;;;;;;;;;
03/20/2018 23:30;03/27/2018 12:58;EUR/USD;Sell;2.92;0;0;1.22478;1.23904;-14.39;22.78;0;-4155.53;;;;;;;;;;;;;;
03/27/2018 12:16;03/27/2018 12:27;AUD/USD;Buy;0.1;0;0;0.77116;0.77066;-0.31;0;0;-5.31;;;;;;;;;;;;;;
03/26/2018 15:00;03/27/2018 12:13;AUD/USD;Buy;0.1;0;0;0.7742;0.77072;-0.31;-2.15;0;-37.26;;;;;;;;;;;;;;
03/26/2018 15:00;03/27/2018 12:12;EUR/USD;Buy;0.1;0;0;1.24377;1.23979;-0.5;-3.71;0;-44.01;;;;;;;;;;;;;;
03/27/2018 09:00;03/27/2018 10:41;GBP/USD;Sell;0.1;0;0;1.41817;1.41375;-0.57;0;0;43.63;;;;;;;;;;;;;;
03/26/2018 20:09;03/27/2018 06:54;GBP/CAD;Buy;0.75;0;0;1.83011;1.82679;-4.27;-17.58;0;-215.78;;;;;;;;;;;;;;
03/26/2018 21:39;03/26/2018 23:16;USD/CAD;Buy;0.6;0;0;1.2851;1.28523;-2.4;-4.44;0;-0.77;;;;;;;;;;;;;;
03/26/2018 09:00;03/26/2018 12:17;EUR/JPY;Buy;1.1;0;0;130.139;130.517;-5.45;0;0;390.06;;;;;;;;;;;;;;
03/23/2018 19:09;03/25/2018 22:50;GBP/USD;Buy;0.15;0;0;1.41402;1.41464;-0.85;-5.12;0;3.34;;;;;;;;;;;;;;
03/23/2018 09:28;03/23/2018 12:30;NZD/CAD;Sell;0.16;0;0;0.93551;0.93351;-0.46;0;0;24.44;;;;;;;;;;;;;;
03/12/2018 12:37;03/23/2018 10:07;EUR/GBP;Buy;0.11;0;0;0.88647;0.87492;-0.81;-59.32;0;-239.16;;;;;;;;;;;;;;
03/15/2018 13:36;03/23/2018 10:07;EUR/GBP;Buy;0.11;0;0;0.88419;0.87493;-0.81;-36.48;0;-180.83;;;;;;;;;;;;;;
03/16/2018 13:39;03/23/2018 10:07;EUR/GBP;Buy;0.16;0;0;0.88208;0.87493;-1.18;-46.49;0;-208.87;;;;;;;;;;;;;;
03/19/2018 10:03;03/23/2018 10:07;EUR/GBP;Buy;0.23;0;0;0.87802;0.87493;-1.13;-57.36;0;-158.64;;;;;;;;;;;;;;
